set,cardNumber,name,category,bucket,capabilities,unmappedOps,reasons,effectText
OP06,OP06-038,The Billion-fold World Trichiliocosm,event,expressible,addPower+ko,,,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 8 or more rested cards, that card gains an additional +2000 power during this battle. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less."
OP06,OP06-039,You Ain't Even Worth Killing Time!!,event,needsPrimitive,ko+rest,unrecognized,,[Main] Choose one:• Rest up to 1 of your opponent's Characters with a cost of 6 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less. [Trigger] Activate this card's [Main] effect.
OP06,OP06-041,The Ark Noah,stage,expressible,rest+playFromHand,,,[On Play] Rest all of your opponent's Characters. [Trigger] Play this card.
OP06,OP06-042,Vinsmoke Reiju,leader,expressible,draw,,,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, draw 1 card."
OP06,OP06-043,Aramaki,character,expressible,addKeyword+addPower+trashFromHand,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] You may trash 1 card from your hand and place 1 Character with a cost of 2 or less at the bottom of the owner's deck: This Character gains +3000 power during this turn."
OP06,OP06-044,Gion,character,needsPrimitive,,unrecognized,,"[Your Turn] [Once Per Turn] When your opponent activates an Event, your opponent must place 1 card from their hand at the bottom of their deck."
OP06,OP06-047,Charlotte Pudding,character,needsPrimitive,draw,unrecognized,,"[On Play] Your opponent returns all cards in their hand to their deck and shuffles their deck. Then, your opponent draws 5 cards."
OP06,OP06-048,Zeff,character,expressible,trashFromHand,,,"[Your Turn] When your opponent activates [Blocker] or an Event, if your Leader has the {East Blue} type, you may trash 4 cards from the top of your deck."
OP06,OP06-051,Tsuru,character,expressible,trashFromHand,,,[On Play] You may trash 2 cards from your hand: Your opponent returns 1 of their Characters to the owner's hand.
OP06,OP06-057,But I Will Never Doubt a Woman's Tears!!!!,event,expressible,addPower+playFromHand,,,"[Main] Up to 1 of your Leader or Character cards gains +1000 power during this turn. Then, reveal 1 card from the top of your deck, play up to 1 Character card with a cost of 2, and place the rest at the top or bottom of your deck. [Trigger] Play up to 1 Character card with a cost of 2 from your hand."
OP06,OP06-060,Vinsmoke Ichiji,character,expressible,trashFromHand+playFromHand,,,"[Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash this Character: If your Leader has the {GERMA 66} type, play up to 1 [Vinsmoke Ichiji] with a cost of 7 from your hand or trash."
OP06,OP06-062,Vinsmoke Judge,character,expressible,trashFromHand+playFromHand+rest,,,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash 2 cards from your hand: Play up to 4 {GERMA 66} type Character cards with different card names and 4000 power or less from your trash.[Activate: Main] [Once Per Turn] DON!! −1: Rest up to 1 of your opponent's DON!! cards.
OP06,OP06-064,Vinsmoke Niji,character,expressible,trashFromHand+playFromHand,,,"[Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash this Character: If your Leader has the {GERMA 66} type, play up to 1 [Vinsmoke Niji] with a cost of 5 from your hand or trash."
OP06,OP06-065,Vinsmoke Niji,character,expressible,ko+moveCards,,,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, choose one:• K.O. up to 1 of your opponent's Characters with a cost of 2 or less.• Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand."
OP06,OP06-066,Vinsmoke Yonji,character,expressible,trashFromHand+playFromHand,,,"[Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash this Character: If your Leader has the {GERMA 66} type, play up to 1 [Vinsmoke Yonji] with a cost of 4 from your hand or trash."
OP06,OP06-068,Vinsmoke Reiju,character,expressible,trashFromHand+playFromHand,,,"[Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash this Character: If your Leader has the {GERMA 66} type, play up to 1 [Vinsmoke Reiju] with a cost of 4 from your hand or trash."
OP06,OP06-072,Cosette,character,expressible,addKeyword,,,"If your Leader has the {GERMA 66} type and the number of DON!! cards on your field is at least 2 less than the number on your opponent's field, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP06,OP06-074,Zephyr (Navy),character,needsPrimitive,,unrecognized,,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Negate the effect of up to 1 of your opponent's Characters during this turn. Then, if that Character has 5000 power or less, K.O. it."
OP06,OP06-076,Hitokiri Kamazo,character,expressible,ko,,,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, K.O. up to 1 of your opponent's Characters with a cost of 2 or less."
OP06,OP06-081,Absalom,character,expressible,ko+trashFromHand,,,[On Play] You may return 2 cards from your trash to the bottom of your deck in any order: K.O. up to 1 Character with a cost of 2 or less.
OP06,OP06-086,Gecko Moria,character,expressible,trashFromHand+playFromHand,,,[On Play] Choose up to 1 Character card with a cost of 4 or less and up to 1 Character card with a cost of 2 or less from your trash. Play 1 card and play the other card rested.
OP06,OP06-088,Sai,character,expressible,addPower,,,"If your Leader has the {Dressrosa} type and is active, this Character gains +2000 power."
OP06,OP06-090,Dr. Hogback,character,expressible,trashFromHand,,,[On Play] You may return 2 cards from your trash to the bottom of your deck in any order: Add up to 1 {Thriller Bark Pirates} type card other than [Dr. Hogback] from your trash to your hand.
OP06,OP06-092,Brook,character,expressible,trashFromHand,,,[On Play] Choose one:• Trash up to 1 of your opponent's Characters with a cost of 4 or less.• Your opponent places 3 cards from their trash at the bottom of their deck in any order.
OP06,OP06-093,Perona,character,expressible,addCost,,,"[On Play] If your opponent has 5 or more cards in their hand, choose one:• Your opponent trashes 1 card from their hand.• Give up to 1 of your opponent's Characters −3 cost during this turn."
OP06,OP06-095,Shadows Asgard,event,needsPrimitive,addPower+draw+trashFromHand,unrecognized,,"[Main]/[Counter] Your Leader gains +1000 power during this turn. Then, you may K.O. any number of your {Thriller Bark Pirates} type Characters with a cost of 2 or less. Your Leader gains an additional +1000 power during this turn for every Character K.O.'d. [Trigger] Draw 2 cards and trash 1 card from your hand."
OP06,OP06-096,...Nothing...at All!!!,event,needsPrimitive,,unrecognized,,[Counter] You may add 1 card from the top of your Life cards to your hand: Your Characters with a cost of 7 or less cannot be K.O.'d in battle during this turn. [Trigger] Activate this card's [Counter] effect.
OP06,OP06-100,Inuarashi,character,expressible,ko+trashFromHand+moveCards+playFromHand,,,"[DON!! x2] [When Attacking] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards. [Trigger] If your opponent has 3 or less Life cards, play this card."
OP06,OP06-102,Kamakiri,character,expressible,ko+playFromHand,,,"[Activate: Main] [Once Per Turn] You may place 1 Stage with a cost of 1 at the bottom of the owner's deck: K.O. up to 1 of your opponent's Characters with a cost of 2 or less. [Trigger] If you have 2 or less Life cards, play this card."
OP06,OP06-106,Kouzuki Hiyori,character,expressible,moveCards,,,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.
OP06,OP06-107,Kouzuki Momonosuke,character,needsPrimitive,addKeyword,unrecognized,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Add up to 1 of your {Land of Wano} type Characters other than [Kouzuki Momonosuke] to the top or bottom of the owner's Life cards face-up."
OP06,OP06-111,Braham,character,expressible,rest+playFromHand,,,"[Activate: Main] [Once Per Turn] You may place 1 Stage with a cost of 1 at the bottom of the owner's deck: Rest up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] If you have 2 or less Life cards, play this card."
OP06,OP06-113,Raki,character,expressible,addKeyword,,,"If you have a {Shandian Warrior} type Character other than [Raki], this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP06,OP06-114,Wyper,character,needsPrimitive,searchTopDeck,unrecognized,,"[On Play] You may place 1 Stage with a cost of 1 at the bottom of the owner's deck: Look at 5 cards from the top of your deck; reveal up to 1 [Upper Yard] or {Shandian Warrior} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP06,OP06-116,Reject,event,needsPrimitive,ko+draw,unrecognized,,"[Main] Choose one:• K.O. up to 1 of your opponent's Characters with a cost of 5 or less.• If your opponent has 1 Life card, deal 1 damage to your opponent. Then, add 1 card from the top of your Life cards to your hand. [Trigger] Draw 1 card."
OP06,OP06-117,The Ark Maxim,stage,expressible,ko+rest,,,[Activate: Main] [Once Per Turn] You may rest this card and 1 of your [Enel] cards: K.O. all of your opponent's Characters with a cost of 2 or less.
OP06,OP06-119,Sanji,character,needsPrimitive,playFromHand,unrecognized,,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character with a cost of 9 or less other than [Sanji]. Then, place the rest at the bottom of your deck."
OP07,OP07-001,Monkey.D.Dragon,leader,needsPrimitive,,unrecognized,,[Activate: Main] [Once Per Turn] Give up to 2 total of your currently given DON!! cards to 1 of your Characters.
OP07,OP07-002,Ain,character,needsPrimitive,,unrecognized,,[On Play] Set the power of up to 1 of your opponent's Characters to 0 during this turn.
OP07,OP07-006,Sterry,character,expressible,draw+addPower+trashFromHand,,,[On Play] You may give your 1 active Leader −5000 power during this turn: Draw 1 card and trash 1 card from your hand.
OP07,OP07-018,KEEP OUT,event,needsPrimitive,addPower,unrecognized,,[Counter] Up to 1 of your {Revolutionary Army} type Characters gains +2000 power until the end of your next turn. [Trigger] Activate this card's [Counter] effect.
OP07,OP07-025,Coribou,character,expressible,playFromHand,,,[On Play] Play up to 1 [Caribou] with a cost of 4 or less from your hand rested.
OP07,OP07-026,Jewelry Bonney,character,needsPrimitive,,unrecognized,,[On Play] Up to 1 of your opponent's rested Character or DON!! cards will not become active in your opponent's next Refresh Phase.
OP07,OP07-031,Bartolomeo,character,expressible,addKeyword+draw+trashFromHand,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Your Turn] [Once Per Turn] If a Character is rested by your effect, draw 1 card and trash 1 card from your hand."
