set,cardNumber,name,category,status,compiledAbilities,effectAbilities,triggers,parserReview,effectText
OP04,OP04-001,Nefeltari Vivi,leader,unimplemented,0,2,,yes,This Leader cannot attack.[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Draw 1 card and up to 1 of your Characters gains [Rush] during this turn.(This card can attack on the turn in which it is played.)
OP04,OP04-002,Igaram,character,complete,1,1,activateMain,yes,"[Activate: Main] You may rest this Character and give your 1 active Leader −5000 power during this turn: Look at 5 cards from the top of your deck; reveal up to 1 {Alabasta} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP04,OP04-003,Usopp,character,unimplemented,0,1,,yes,[On K.O.] K.O. up to 1 of your opponent's Characters with 5000 base power or less.
OP04,OP04-004,Karoo,character,unimplemented,0,1,,yes,[Activate: Main] You may rest this Character: Give up to 1 rested DON!! card to each of your {Alabasta} type Characters.
OP04,OP04-005,Kung Fu Jugon,character,keyword,0,0,,yes,"If you have a [Kung Fu Jugon] other than this Character, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP04,OP04-006,Koza,character,complete,1,1,whenAttacking,,[When Attacking] You may give your 1 active Leader −5000 power during this turn: This Character gains +2000 power until the start of your next turn.
OP04,OP04-007,Sanji,character,unimplemented,0,1,,yes,Alabasta/Straw Hat Crew
OP04,OP04-008,Chaka,character,complete,1,1,whenAttacking,yes,"[DON!! x1] [When Attacking] If your Leader is [Nefeltari Vivi], give up to 1 of your opponent's Characters −3000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 0 power or less."
OP04,OP04-009,Super Spot-Billed Duck Troops,character,unimplemented,0,1,,yes,[When Attacking] You may give your 1 active Leader −5000 power during this turn: Return this Character to the owner's hand at the end of this turn.
OP04,OP04-010,Tony Tony.Chopper,character,complete,1,1,onPlay,yes,[On Play] Play up to 1 {Animal} type Character card with 3000 power or less from your hand.
OP04,OP04-011,Nami,character,unimplemented,0,1,,yes,"[When Attacking] Reveal 1 card from the top of your deck. If the revealed card is a Character card with 6000 power or more, this Character gains +3000 power during this turn. Then, place the revealed card at the bottom of your deck."
OP04,OP04-012,Nefeltari Cobra,character,complete,1,1,onEnterPlay,,[Your Turn] All of your {Alabasta} type Characters other than this Character gain +1000 power.
OP04,OP04-013,Pell,character,complete,1,1,whenAttacking,yes,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 4000 power or less.
OP04,OP04-014,Monkey.D.Luffy,character,keyword,0,0,,,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)"
OP04,OP04-015,Roronoa Zoro,character,complete,1,1,onPlay,,[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.
OP04,OP04-016,Bad Manners Kick Course,event,unimplemented,0,2,,yes,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle. [Trigger] Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.
OP04,OP04-017,Happiness Punch,event,unimplemented,0,1,,yes,"[Counter] Give up to 1 of your opponent's Leader or Character cards −2000 power during this turn. Then, if your Leader is active, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn."
OP04,OP04-018,Enchanting Vertigo Dance,event,partial,1,3,activateMain,yes,"[Main] If your Leader has the {Alabasta} type, give up to 2 of your opponent's Characters −2000 power during this turn. [Trigger] Activate this card's [Main] effect."
OP04,OP04-019,Donquixote Doflamingo,leader,unimplemented,0,1,,yes,[End of Your Turn] Set up to 2 of your DON!! cards as active.
OP04,OP04-020,Issho,leader,unimplemented,0,2,,yes,[DON!! x1] [Your Turn] Give all of your opponent's Characters −1 cost.[End of Your Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your Characters with a cost of 5 or less as active.
OP04,OP04-021,Viola,character,unimplemented,0,1,,yes,[On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's DON!! cards.
OP04,OP04-022,Eric,character,complete,1,1,activateMain,yes,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 1 or less.
OP04,OP04-023,Kuro,character,unimplemented,0,1,,yes,East Blue/Black Cat Pirates
OP04,OP04-024,Sugar,character,partial,1,2,onPlay,yes,"[Opponent's Turn] [Once Per Turn] When your opponent plays a Character, if your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters. Then, rest this Character.[On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less."
OP04,OP04-025,Giolla,character,unimplemented,0,1,,yes,[On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's Characters with a cost of 4 or less.
OP04,OP04-026,Senor Pink,character,unimplemented,0,1,,yes,"[When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): If your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters with a cost of 4 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn."
OP04,OP04-027,Daddy Masterson,character,unimplemented,0,1,,yes,[DON!! x1] [End of Your Turn] Set this Character as active.
OP04,OP04-028,Diamante,character,unimplemented,0,2,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [End of Your Turn] If you have 2 or more active DON!! cards, set this Character as active."
OP04,OP04-029,Dellinger,character,unimplemented,0,1,,yes,[End of Your Turn] Set up to 1 of your DON!! cards as active.
OP04,OP04-030,Trebol,character,unimplemented,0,2,,yes,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.[On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's Characters with a cost of 4 or less.
OP04,OP04-031,Donquixote Doflamingo,character,unimplemented,0,1,,yes,[On Play] Up to a total of 3 of your opponent's rested Leader and Character cards will not become active in your opponent's next Refresh Phase.
OP04,OP04-032,Baby 5,character,unimplemented,0,1,,yes,[End of Your Turn] You may trash this Character: Set up to 2 of your DON!! cards as active.
OP04,OP04-033,Machvise,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn."
OP04,OP04-034,Lao.G,character,unimplemented,0,1,,yes,"[End of Your Turn] If you have 3 or more active DON!! cards, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less."
OP04,OP04-035,Spiderweb,event,partial,1,2,trigger,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, set up to 1 of your Characters as active. [Trigger] Up to 1 of your Leader gains +2000 power during this turn."
OP04,OP04-036,Donquixote Family,event,unimplemented,0,3,,yes,"[Counter] Look at 5 cards from the top of your deck; reveal up to 1 {Donquixote Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Counter] effect."
OP04,OP04-037,Flapping Thread,event,partial,1,2,counter,yes,"[Counter] If your Leader has the {Donquixote Pirates} type, up to 1 of your Leader or Character cards gains +2000 power during this turn. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less."
OP04,OP04-038,The Weak Do Not Have the Right to Choose How They Die!!!,event,unimplemented,0,3,,yes,"[Main]/[Counter] Rest up to 1 of your opponent's Leader or Character cards. Then, K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less. [Trigger] Set up to 5 of your DON!! cards as active."
OP04,OP04-039,Rebecca,leader,unimplemented,0,2,,yes,"This Leader cannot attack.[Activate: Main] [Once Per Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): If you have 6 or less cards in your hand, look at 2 cards from the top of your deck; reveal up to 1 {Dressrosa} type card and add it to your hand. Then, trash the rest."
OP04,OP04-040,Queen,leader,unimplemented,0,1,,yes,"[DON!! x1] [When Attacking] If you have a total of 4 or less cards in your Life area and hand, draw 1 card. If you have a Character with a cost of 8 or more, you may add up to 1 card from the top of your deck to the top of your Life cards instead of drawing 1 card."
OP04,OP04-041,Apis,character,complete,1,1,onPlay,yes,"[On Play] You may trash 2 cards from your hand: Look at 5 cards from the top of your deck; reveal up to 1 {East Blue} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP04,OP04-042,Ipponmatsu,character,complete,1,1,onPlay,yes,"[On Play] Up to 1 of your <Slash> attribute Characters gains +3000 power during this turn. Then, trash 1 card from the top of your deck."
OP04,OP04-043,Ulti,character,unimplemented,0,1,,yes,[DON!! x1] [When Attacking] Return up to 1 Character with a cost of 2 or less to the owner's hand or the bottom of their deck.
OP04,OP04-044,Kaido,character,unimplemented,0,1,,yes,[On Play] Return up to 1 Character with a cost of 8 or less and up to 1 Character with a cost of 3 or less to the owner's hand.
OP04,OP04-045,King,character,complete,1,1,onPlay,,[On Play] Draw 1 card.
OP04,OP04-046,Queen,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {Animal Kingdom Pirates} type, look at 7 cards from the top of your deck; reveal a total of up to 2 [Plague Rounds] or [Ice Oni] cards and add them to your hand. Then, place the rest at the bottom of your deck in any order."
OP04,OP04-047,Ice Oni,character,unimplemented,0,1,,yes,"[Your Turn] At the end of a battle in which this Character battles your opponent's Character with a cost of 5 or less, place the opponent's Character you battled with at the bottom of the owner's deck."
OP04,OP04-048,Sasaki,character,unimplemented,0,1,,yes,"[On Play] Return all cards in your hand to your deck and shuffle your deck. Then, draw cards equal to the number you returned to your deck."
OP04,OP04-049,Jack,character,complete,1,1,onKO,,[On K.O.] Draw 1 card.
OP04,OP04-050,Hanger,character,unimplemented,0,1,,yes,[Activate: Main] You may trash 1 card from your hand and rest this Character: Draw 1 card.
OP04,OP04-051,Who's.Who,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Animal Kingdom Pirates} type card other than [Who's.Who] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP04,OP04-052,Black Maria,character,unimplemented,0,2,,yes,[Activate: Main] ➁ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Draw 1 card. [Trigger] Play this card.
OP04,OP04-053,Page One,character,unimplemented,0,1,,yes,"[DON!! x1] [Once Per Turn] When you activate an Event, draw 1 card. Then, place 1 card from your hand at the bottom of your deck."
OP04,OP04-054,Rokki,character,unimplemented,0,1,,yes,Giant/Animal Kingdom Pirates
OP04,OP04-055,Plague Rounds,event,unimplemented,0,3,,yes,[Main] You may trash 1 [Ice Oni] from your hand and place 1 Character with a cost of 4 or less at the bottom of the owner's deck: Play 1 [Ice Oni] from your trash. [Trigger] Activate this card's [Main] effect.
OP04,OP04-056,Gum-Gum Red Roc,event,unimplemented,0,2,,yes,[Main] Place up to 1 Character at the bottom of the owner's deck. [Trigger] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.
OP04,OP04-057,Dragon Twister Demolition Breath,event,unimplemented,0,2,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, place up to 1 Character with a cost of 1 or less at the bottom of the owner's deck. [Trigger] Return up to 1 Character with a cost of 6 or less to the owner's hand."
OP04,OP04-058,Crocodile,leader,unimplemented,0,1,,yes,"[Opponent's Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck by your effect, add up to 1 DON!! card from your DON!! deck and set it as active."
OP04,OP04-059,Iceburg,character,keyword,0,0,,yes,"[On Your Opponent's Attack] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Water Seven} type, this Character gains [Blocker] during this turn.(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP04,OP04-060,Crocodile,character,unimplemented,0,2,,yes,"[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader's type includes ""Baroque Works"", add up to 1 card from the top of your deck to the top of your Life cards.[On Your Opponent's Attack] [Once Per Turn] DON!! −1: Draw 1 card and trash 1 card from your hand."
