set,cardNumber,name,category,timings,detectedOps,optional,conditional,parserReview,effectText
OP01,OP01-095,Kyoshirou,character,onPlay,draw,,yes,yes,[On Play] Draw 1 card if you have 8 or more DON!! cards on your field.
OP01,OP01-096,King,character,onPlay,ko,,,yes,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less and up to 1 of your opponent's Characters with a cost of 2 or less.
OP01,OP01-097,Queen,character,onPlay,grantKeyword+modifyPower,,,,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains [Rush] during this turn. Then, give up to 1 of your opponent's Characters −2000 power during this turn. (This card can attack on the turn in which it is played.)"
OP01,OP01-098,Kurozumi Orochi,character,onPlay,(none),,,yes,"[On Play] Reveal up to 1 [Artificial Devil Fruit SMILE] from your deck and add it to your hand. Then, shuffle your deck."
OP01,OP01-099,Kurozumi Semimaru,character,custom,(none),,,yes,{Kurozumi Clan} type Characters other than your [Kurozumi Semimaru] cannot be K.O.'d in battle.
OP01,OP01-101,Sasaki,character,whenAttacking,rest+trash+donFromDeck,yes,,yes,[DON!! x1] [When Attacking] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and rest it.
OP01,OP01-102,Jack,character,whenAttacking,(none),,,yes,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent trashes 1 card from their hand.
OP01,OP01-104,Speed,character,custom,playCard,,,yes,[Trigger] Play this card.
OP01,OP01-105,Bao Huang,character,onPlay,(none),,,yes,[On Play] Choose 2 cards from your opponent's hand; your opponent reveals those cards.
OP01,OP01-106,Basil Hawkins,character,onPlay|custom,rest+donFromDeck+playCard,,,yes,[On Play] Add up to 1 DON!! card from your DON!! deck and rest it. [Trigger] Play this card.
OP01,OP01-108,Hitokiri Kamazo,character,onKO,ko,,,yes,[On K.O.] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 5 or less.
OP01,OP01-109,Who's.Who,character,custom,modifyPower,,yes,yes,"[DON!! x1] [Your Turn] If you have 8 or more DON!! cards on your field, this Character gains +1000 power."
OP01,OP01-111,Black Maria,character,onBlock,modifyPower,,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Block] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +1000 power during this turn."
OP01,OP01-112,Page One,character,activateMain,(none),,,yes,[Activate: Main] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character can also attack your opponent's active Characters during this turn.
OP01,OP01-114,X.Drake,character,onPlay,(none),,,yes,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent trashes 1 card from their hand.
OP01,OP01-115,Elephant's Marchoo,event,activateMain|custom,ko+donFromDeck,,,yes,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 2 or less, then add up to 1 DON!! card from your DON!! deck and set it as active. [Trigger] Activate this card's [Main] effect."
OP01,OP01-116,Artificial Devil Fruit SMILE,event,activateMain|custom,lookTopDeck+playCard,,,yes,"[Main] Look at 5 cards from the top of your deck; play up to 1 {SMILE} type Character card with a cost of 3 or less. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect."
OP01,OP01-117,Sheep's Horn,event,activateMain,rest,,,yes,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 6 or less.
OP01,OP01-118,Ulti-Mortar,event,counter|custom,modifyPower+draw+donFromDeck,,,yes,"[Counter] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, draw 1 card. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active."
OP01,OP01-119,Thunder Bagua,event,counter|custom,modifyPower+rest+donFromDeck,,yes,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 DON!! card from your DON!! deck and rest it. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active."
OP01,OP01-120,Shanks,character,whenAttacking,(none),,,yes,[Rush] (This card can attack on the turn in which it is played.) [When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.
OP01,OP01-121,Yamato,character,custom,(none),,,yes,"Also treat this card's name as [Kouzuki Oden] according to the rules. [Double Attack] (This card deals 2 damage.) [Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)"
OP02,OP02-001,Edward.Newgate,leader,endOfYourTurn,(none),,,yes,[End of Your Turn] Add 1 card from the top of your Life cards to your hand.
OP02,OP02-002,Monkey.D.Garp,leader,custom,modifyCost,,,,"[Your Turn] When this Leader or any of your Characters is given a DON!! card, give up to 1 of your opponent's Characters with a cost of 7 or less −1 cost during this turn."
OP02,OP02-004,Edward.Newgate,character,onPlay|whenAttacking,modifyPower+ko,,,yes,"[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn. [DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less."
OP02,OP02-005,Curly.Dadan,character,onPlay,(none),,,yes,"[On Play] Look at up to 5 cards from the top of your deck; reveal up to 1 red Character with a cost of 1 and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP02,OP02-009,Squard,character,onPlay,modifyPower,,yes,yes,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −4000 power during this turn and add 1 card from the top of your Life cards to your hand."
OP02,OP02-010,Dogura,character,activateMain,rest+playCard,yes,,yes,[Activate: Main] You may rest this Character: Play up to 1 red Character other than [Dogura] with a cost of 1 from your hand.
OP02,OP02-013,Portgas.D.Ace,character,onPlay,modifyPower+grantKeyword,,yes,yes,"[On Play] Give up to 2 of your opponent's Characters −3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)"
OP02,OP02-014,Whitey Bay,character,custom,(none),,,yes,[DON!! x1] This Character can also attack your opponent's active Characters.
OP02,OP02-015,Makino,character,activateMain,modifyPower+rest,yes,,yes,[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.
OP02,OP02-016,Magura,character,onPlay,modifyPower,,,,[On Play] Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.
OP02,OP02-017,Masked Deuce,character,whenAttacking,ko,,,yes,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 2000 power or less.
OP02,OP02-018,Marco,character,onKO,trash+lifeChange,yes,yes,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested."
OP02,OP02-019,Rakuyo,character,custom,modifyPower,,,,"[DON!! x1] [Your Turn] All of your Characters with a type including ""Whitebeard Pirates"" gain +1000 power."
OP02,OP02-021,Seaquake,event,activateMain|custom,ko+modifyPower,,yes,yes,"[Main] If your Leader's type includes ""Whitebeard Pirates"", K.O. up to 1 of your opponent's Characters with 3000 power or less. [Trigger] Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn."
OP02,OP02-022,Whitebeard Pirates,event,activateMain|custom,lookTopDeck,,,yes,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 Character card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect."
OP02,OP02-023,You May Be a Fool...but I Still Love You,event,activateMain|custom,modifyPower,,,yes,"[Main] If you have 3 or less Life cards, you cannot add Life cards to your hand using your own effects during this turn. [Trigger] Up to 1 of your Leader gains +1000 power during this turn."
OP02,OP02-024,Moby Dick,stage,custom,modifyPower+playCard,,yes,yes,"[Your Turn] If you have 1 or less Life cards, your [Edward.Newgate] and all your Characters with a type including ""Whitebeard Pirates"" gain +2000 power. [Trigger] Play this card."
OP02,OP02-025,Kin'emon,leader,activateMain,playCard,,yes,yes,"[Activate: Main] [Once Per Turn] If you have 1 or less Characters, the next time you play a {Land of Wano} type Character card with a cost of 3 or more from your hand during this turn, the cost will be reduced by 1."
OP02,OP02-026,Sanji,leader,custom,playCard,,yes,yes,"[Once Per Turn] When you play a Character with no base effect from your hand, if you have 3 or less Characters, set up to 2 of your DON!! cards as active."
OP02,OP02-027,Inuarashi,character,custom,(none),,,yes,"If all of your DON!! cards are rested, this Character cannot be removed from the field by your opponent's effects."
OP02,OP02-029,Carrot,character,endOfYourTurn,(none),,,yes,[End of Your Turn] Set up to 1 of your DON!! cards as active.
OP02,OP02-030,Kouzuki Oden,character,activateMain|onKO,playCard,,,yes,"[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.): Set this Character as active. [On K.O.] Play up to 1 green {Land of Wano} type Character card with a cost of 3 from your deck. Then, shuffle your deck."
OP02,OP02-032,Shishilian,character,onPlay,(none),,,yes,[On Play] ② (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your {Minks} type Characters with a cost of 5 or less as active.
OP02,OP02-034,Tony Tony.Chopper,character,whenAttacking,rest,,,yes,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 2 or less.
OP02,OP02-035,Trafalgar Law,character,activateMain,returnToHand+playCard,yes,,yes,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may return this Character to the owner's hand: Play up to 1 Character with a cost of 3 from your hand.
OP02,OP02-036,Nami,character,onPlay|whenAttacking,lookTopDeck,,,yes,"[On Play]/[When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP02,OP02-037,Nico Robin,character,onPlay,playCard,,,yes,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 2 or less from your hand.
OP02,OP02-040,Brook,character,onPlay,playCard,,,yes,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 3 or less from your hand.
OP02,OP02-041,Monkey.D.Luffy,character,onPlay,playCard,,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 4 or less from your hand."
OP02,OP02-042,Yamato,character,custom|onPlay,rest,,,yes,Also treat this card's name as [Kouzuki Oden] according to the rules. [On Play] Rest up to 1 of your opponent's Characters with a cost of 6 or less.
OP02,OP02-044,Wanda,character,onPlay,playCard,,,yes,[On Play] Play up to 1 {Minks} type Character card other than [Wanda] with a cost of 3 or less from your hand.
OP02,OP02-045,Three Sword Style Oni Giri,event,counter|custom,modifyPower+playCard+rest,,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, play up to 1 Character card with a cost of 3 or less and no base effect from your hand. [Trigger] Rest up to 1 of your opponent's Leader or Character cards with a cost of 5 or less."
OP02,OP02-046,Diable Jambe Venaison Shoot,event,activateMain|custom,ko+playCard,,,yes,[Main] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less. [Trigger] Play up to 1 Character card with a cost of 4 or less and no base effect from your hand.
OP02,OP02-047,Paradise Totsuka,event,activateMain|custom,rest+ko,,,yes,[Main] Rest up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.
